storeNo,partNo,date,price
5,10138,2019-12-01,11.99
6,10138,2019-07-01,13.99
6,10138,2019-08-01,11.99
6,10138,2019-09-01,12.99
6,10138,2019-10-01,16.99
6,10138,2019-11-01,11.99
6,10138,2019-12-01,13.99
7,10138,2019-07-01,14.99
7,10138,2019-08-01,0.0
7,10138,2019-09-01,13.99
7,10138,2019-10-01,15.99
7,10138,2019-11-01,15.99
7,10138,2019-12-01,12.99
1,10139,2019-07-01,63.99
1,10139,2019-08-01,53.99
1,10139,2019-09-01,56.99
1,10139,2019-10-01,64.99
1,10139,2019-11-01,51.99
1,10139,2019-12-01,62.99
2,10139,2019-07-01,49.99
2,10139,2019-08-01,49.99
2,10139,2019-09-01,68.99
2,10139,2019-10-01,66.99
2,10139,2019-11-01,48.99
2,10139,2019-12-01,70.99
3,10139,2019-07-01,58.99
3,10139,2019-08-01,57.99
3,10139,2019-09-01,52.99
3,10139,2019-10-01,0.0
3,10139,2019-11-01,65.99
3,10139,2019-12-01,49.99
4,10139,2019-07-01,52.99
4,10139,2019-08-01,66.99
4,10139,2019-09-01,70.99
4,10139,2019-10-01,51.99
4,10139,2019-11-01,67.99
4,10139,2019-12-01,68.99
5,10139,2019-07-01,64.99
5,10139,2019-08-01,48.99
5,10139,2019-09-01,54.99
5,10139,2019-10-01,52.99
5,10139,2019-11-01,51.99
5,10139,2019-12-01,67.99
6,10139,2019-07-01,66.99
6,10139,2019-08-01,49.99
6,10139,2019-09-01,54.99
6,10139,2019-10-01,63.99
6,10139,2019-11-01,52.99
6,10139,2019-12-01,0.0
7,10139,2019-07-01,58.99
7,10139,2019-08-01,54.99
7,10139,2019-09-01,52.99
7,10139,2019-10-01,48.99
7,10139,2019-11-01,60.99
7,10139,2019-12-01,58.99
1,10140,2019-07-01,81.99
1,10140,2019-08-01,113.99
1,10140,2019-09-01,102.99
1,10140,2019-10-01,97.99
1,10140,2019-11-01,95.99
1,10140,2019-12-01,0.0
2,10140,2019-07-01,112.99
2,10140,2019-08-01,109.99
2,10140,2019-09-01,117.99
2,10140,2019-10-01,95.99
2,10140,2019-11-01,88.99
2,10140,2019-12-01,111.99
3,10140,2019-07-01,109.99
3,10140,2019-08-01,80.99
3,10140,2019-09-01,90.99
3,10140,2019-10-01,99.99
3,10140,2019-11-01,108.99
3,10140,2019-12-01,82.99
4,10140,2019-07-01,104.99
4,10140,2019-08-01,112.99
4,10140,2019-09-01,97.99
4,10140,2019-10-01,107.99
4,10140,2019-11-01,119.99
4,10140,2019-12-01,118.99
5,10140,2019-07-01,82.99
5,10140,2019-08-01,103.99
5,10140,2019-09-01,105.99
5,10140,2019-10-01,88.99
5,10140,2019-11-01,81.99
5,10140,2019-12-01,109.99
6,10140,2019-07-01,82.99
6,10140,2019-08-01,116.99
6,10140,2019-09-01,97.99
6,10140,2019-10-01,95.99
6,10140,2019-11-01,100.99
6,10140,2019-12-01,87.99
7,10140,2019-07-01,98.99
7,10140,2019-08-01,81.99
7,10140,2019-09-01,94.99
7,10140,2019-10-01,0.0
7,10140,2019-11-01,109.99
7,10140,2019-12-01,111.99
1,10141,2019-07-01,0.0
1,10141,2019-08-01,189.99
1,10141,2019-09-01,185.99
1,10141,2019-10-01,173.99
1,10141,2019-11-01,156.99
1,10141,2019-12-01,130.99
2,10141,2019-07-01,132.99
2,10141,2019-08-01,148.99
2,10141,2019-09-01,160.99
2,10141,2019-10-01,189.99
2,10141,2019-11-01,0.0
2,10141,2019-12-01,135.99
3,10141,2019-07-01,143.99
3,10141,2019-08-01,191.99
3,10141,2019-09-01,160.99
3,10141,2019-10-01,170.99
3,10141,2019-11-01,193.99
3,10141,2019-12-01,141.99
4,10141,2019-07-01,157.99
4,10141,2019-08-01,132.99
4,10141,2019-09-01,169.99
4,10141,2019-10-01,130.99
4,10141,2019-11-01,181.99
4,10141,2019-12-01,164.99
5,10141,2019-07-01,136.99
5,10141,2019-08-01,143.99
5,10141,2019-09-01,130.99
5,10141,2019-10-01,177.99
5,10141,2019-11-01,130.99
5,10141,2019-12-01,136.99
6,10141,2019-07-01,149.99
6,10141,2019-08-01,0.0
6,10141,2019-09-01,169.99
6,10141,2019-10-01,162.99
6,10141,2019-11-01,0.0
6,10141,2019-12-01,164.99
7,10141,2019-07-01,159.99
7,10141,2019-08-01,149.99
7,10141,2019-09-01,180.99
7,10141,2019-10-01,0.0
7,10141,2019-11-01,156.99
7,10141,2019-12-01,159.99
1,10142,2019-07-01,137.99
1,10142,2019-08-01,174.99
1,10142,2019-09-01,192.99
1,10142,2019-10-01,138.99
1,10142,2019-11-01,140.99
1,10142,2019-12-01,158.99
2,10142,2019-07-01,176.99
2,10142,2019-08-01,184.99
2,10142,2019-09-01,0.0
2,10142,2019-10-01,151.99
2,10142,2019-11-01,150.99
2,10142,2019-12-01,0.0
3,10142,2019-07-01,148.99
3,10142,2019-08-01,166.99
3,10142,2019-09-01,169.99
3,10142,2019-10-01,0.0
3,10142,2019-11-01,0.0
3,10142,2019-12-01,176.99
4,10142,2019-07-01,153.99
4,10142,2019-08-01,194.99
4,10142,2019-09-01,181.99
4,10142,2019-10-01,176.99
4,10142,2019-11-01,155.99
4,10142,2019-12-01,174.99
5,10142,2019-07-01,135.99
5,10142,2019-08-01,192.99
5,10142,2019-09-01,173.99
5,10142,2019-10-01,194.99
5,10142,2019-11-01,194.99
5,10142,2019-12-01,151.99
6,10142,2019-07-01,168.99
6,10142,2019-08-01,169.99
6,10142,2019-09-01,153.99
6,10142,2019-10-01,143.99
6,10142,2019-11-01,174.99
6,10142,2019-12-01,160.99
7,10142,2019-07-01,163.99
7,10142,2019-08-01,173.99
7,10142,2019-09-01,151.99
7,10142,2019-10-01,153.99
7,10142,2019-11-01,184.99
7,10142,2019-12-01,133.99
1,10143,2019-07-01,28.99
1,10143,2019-08-01,33.99
1,10143,2019-09-01,0.0
1,10143,2019-10-01,30.99
1,10143,2019-11-01,34.99
1,10143,2019-12-01,27.99
2,10143,2019-07-01,31.99
2,10143,2019-08-01,32.99
2,10143,2019-09-01,33.99
2,10143,2019-10-01,32.99
2,10143,2019-11-01,0.0
2,10143,2019-12-01,0.0
3,10143,2019-07-01,26.99
3,10143,2019-08-01,35.99
3,10143,2019-09-01,24.99
3,10143,2019-10-01,32.99
3,10143,2019-11-01,30.99
3,10143,2019-12-01,32.99
4,10143,2019-07-01,23.99
4,10143,2019-08-01,32.99
4,10143,2019-09-01,28.99
4,10143,2019-10-01,33.99
4,10143,2019-11-01,31.99
4,10143,2019-12-01,28.99
5,10143,2019-07-01,33.99
5,10143,2019-08-01,27.99
5,10143,2019-09-01,28.99
5,10143,2019-10-01,0.0
5,10143,2019-11-01,24.99
5,10143,2019-12-01,35.99
6,10143,2019-07-01,0.0
6,10143,2019-08-01,26.99
6,10143,2019-09-01,0.0
6,10143,2019-10-01,0.0
6,10143,2019-11-01,31.99
6,10143,2019-12-01,25.99
7,10143,2019-07-01,30.99
7,10143,2019-08-01,28.99
7,10143,2019-09-01,26.99
7,10143,2019-10-01,32.99
7,10143,2019-11-01,32.99
7,10143,2019-12-01,28.99
1,10144,2019-07-01,20.99
1,10144,2019-08-01,24.99
1,10144,2019-09-01,0.0
1,10144,2019-10-01,22.99
1,10144,2019-11-01,19.99
1,10144,2019-12-01,19.99
2,10144,2019-07-01,18.99
2,10144,2019-08-01,25.99
2,10144,2019-09-01,17.99
2,10144,2019-10-01,24.99
2,10144,2019-11-01,18.99
2,10144,2019-12-01,26.99
3,10144,2019-07-01,0.0
3,10144,2019-08-01,23.99
3,10144,2019-09-01,24.99
3,10144,2019-10-01,18.99
3,10144,2019-11-01,23.99
3,10144,2019-12-01,21.99
4,10144,2019-07-01,20.99
4,10144,2019-08-01,22.99
4,10144,2019-09-01,0.0
4,10144,2019-10-01,22.99
4,10144,2019-11-01,23.99
4,10144,2019-12-01,20.99
5,10144,2019-07-01,21.99
5,10144,2019-08-01,21.99
5,10144,2019-09-01,0.0
5,10144,2019-10-01,22.99
5,10144,2019-11-01,19.99
5,10144,2019-12-01,26.99
6,10144,2019-07-01,23.99
6,10144,2019-08-01,25.99
6,10144,2019-09-01,18.99
6,10144,2019-10-01,18.99
6,10144,2019-11-01,23.99
6,10144,2019-12-01,19.99
7,10144,2019-07-01,18.99
7,10144,2019-08-01,24.99
7,10144,2019-09-01,25.99
7,10144,2019-10-01,23.99
7,10144,2019-11-01,20.99
7,10144,2019-12-01,26.99
1,10145,2019-07-01,24.99
1,10145,2019-08-01,35.99
1,10145,2019-09-01,27.99
1,10145,2019-10-01,34.99
1,10145,2019-11-01,26.99
1,10145,2019-12-01,35.99
2,10145,2019-07-01,31.99
2,10145,2019-08-01,31.99
2,10145,2019-09-01,28.99
2,10145,2019-10-01,30.99
2,10145,2019-11-01,32.99
2,10145,2019-12-01,29.99
3,10145,2019-07-01,32.99
3,10145,2019-08-01,34.99
3,10145,2019-09-01,30.99
3,10145,2019-10-01,27.99
3,10145,2019-11-01,29.99
3,10145,2019-12-01,24.99
4,10145,2019-07-01,31.99
4,10145,2019-08-01,30.99
4,10145,2019-09-01,31.99
4,10145,2019-10-01,30.99
4,10145,2019-11-01,27.99
4,10145,2019-12-01,29.99
5,10145,2019-07-01,24.99
5,10145,2019-08-01,24.99
5,10145,2019-09-01,0.0
5,10145,2019-10-01,33.99
5,10145,2019-11-01,30.99
5,10145,2019-12-01,35.99
6,10145,2019-07-01,32.99
6,10145,2019-08-01,31.99
6,10145,2019-09-01,27.99
6,10145,2019-10-01,0.0
6,10145,2019-11-01,28.99
6,10145,2019-12-01,33.99
7,10145,2019-07-01,35.99
7,10145,2019-08-01,31.99
7,10145,2019-09-01,30.99
7,10145,2019-10-01,32.99
7,10145,2019-11-01,29.99
7,10145,2019-12-01,35.99
1,10146,2019-07-01,32.99
1,10146,2019-08-01,38.99
1,10146,2019-09-01,33.99
1,10146,2019-10-01,27.99
1,10146,2019-11-01,38.99
1,10146,2019-12-01,35.99
2,10146,2019-07-01,29.99
2,10146,2019-08-01,29.99
2,10146,2019-09-01,32.99
2,10146,2019-10-01,30.99
2,10146,2019-11-01,27.99
2,10146,2019-12-01,28.99
3,10146,2019-07-01,26.99
3,10146,2019-08-01,38.99
3,10146,2019-09-01,37.99
3,10146,2019-10-01,32.99
3,10146,2019-11-01,34.99
3,10146,2019-12-01,37.99
4,10146,2019-07-01,28.99
4,10146,2019-08-01,29.99
4,10146,2019-09-01,38.99
4,10146,2019-10-01,31.99
4,10146,2019-11-01,29.99
4,10146,2019-12-01,33.99
5,10146,2019-07-01,38.99
5,10146,2019-08-01,37.99
5,10146,2019-09-01,27.99
5,10146,2019-10-01,38.99
5,10146,2019-11-01,31.99
5,10146,2019-12-01,29.99
6,10146,2019-07-01,30.99
6,10146,2019-08-01,35.99
6,10146,2019-09-01,28.99
6,10146,2019-10-01,31.99
6,10146,2019-11-01,28.99
6,10146,2019-12-01,38.99
7,10146,2019-07-01,29.99
7,10146,2019-08-01,39.99
7,10146,2019-09-01,34.99
7,10146,2019-10-01,31.99
7,10146,2019-11-01,33.99
7,10146,2019-12-01,30.99
1,10147,2019-07-01,0.0
1,10147,2019-08-01,105.99
1,10147,2019-09-01,116.99
1,10147,2019-10-01,154.99
1,10147,2019-11-01,115.99
1,10147,2019-12-01,114.99
2,10147,2019-07-01,139.99
2,10147,2019-08-01,119.99
2,10147,2019-09-01,0.0
2,10147,2019-10-01,111.99
2,10147,2019-11-01,126.99
2,10147,2019-12-01,106.99
3,10147,2019-07-01,155.99
3,10147,2019-08-01,127.99
3,10147,2019-09-01,0.0
3,10147,2019-10-01,148.99
3,10147,2019-11-01,155.99
3,10147,2019-12-01,131.99
4,10147,2019-07-01,115.99
4,10147,2019-08-01,131.99
4,10147,2019-09-01,103.99
4,10147,2019-10-01,140.99
4,10147,2019-11-01,141.99
4,10147,2019-12-01,140.99
5,10147,2019-07-01,141.99
5,10147,2019-08-01,0.0
5,10147,2019-09-01,0.0
5,10147,2019-10-01,126.99
5,10147,2019-11-01,149.99
5,10147,2019-12-01,150.99
6,10147,2019-07-01,135.99
6,10147,2019-08-01,137.99
6,10147,2019-09-01,115.99
6,10147,2019-10-01,150.99
6,10147,2019-11-01,106.99
6,10147,2019-12-01,111.99
7,10147,2019-07-01,128.99
7,10147,2019-08-01,0.0
7,10147,2019-09-01,0.0
7,10147,2019-10-01,0.0
7,10147,2019-11-01,109.99
7,10147,2019-12-01,0.0
1,10148,2019-07-01,101.99
1,10148,2019-08-01,112.99
1,10148,2019-09-01,106.99
1,10148,2019-10-01,125.99
1,10148,2019-11-01,89.99
1,10148,2019-12-01,124.99
2,10148,2019-07-01,105.99
2,10148,2019-08-01,107.99
2,10148,2019-09-01,113.99
2,10148,2019-10-01,126.99
2,10148,2019-11-01,123.99
2,10148,2019-12-01,95.99
3,10148,2019-07-01,124.99
3,10148,2019-08-01,127.99
3,10148,2019-09-01,98.99
3,10148,2019-10-01,131.99
3,10148,2019-11-01,130.99
3,10148,2019-12-01,94.99
4,10148,2019-07-01,127.99
4,10148,2019-08-01,97.99
4,10148,2019-09-01,94.99
4,10148,2019-10-01,0.0
4,10148,2019-11-01,0.0
4,10148,2019-12-01,0.0
5,10148,2019-07-01,92.99
5,10148,2019-08-01,126.99
5,10148,2019-09-01,92.99
5,10148,2019-10-01,123.99
5,10148,2019-11-01,131.99
5,10148,2019-12-01,109.99
6,10148,2019-07-01,0.0
6,10148,2019-08-01,131.99
6,10148,2019-09-01,120.99
6,10148,2019-10-01,124.99
6,10148,2019-11-01,102.99
6,10148,2019-12-01,106.99
7,10148,2019-07-01,0.0
7,10148,2019-08-01,119.99
7,10148,2019-09-01,129.99
7,10148,2019-10-01,111.99
7,10148,2019-11-01,124.99
7,10148,2019-12-01,102.99
1,10149,2019-07-01,49.99
1,10149,2019-08-01,58.99
1,10149,2019-09-01,51.99
1,10149,2019-10-01,56.99
1,10149,2019-11-01,0.0
1,10149,2019-12-01,56.99
2,10149,2019-07-01,46.99
2,10149,2019-08-01,43.99
2,10149,2019-09-01,39.99
2,10149,2019-10-01,41.99
2,10149,2019-11-01,43.99
2,10149,2019-12-01,48.99
3,10149,2019-07-01,43.99
3,10149,2019-08-01,41.99
3,10149,2019-09-01,42.99
3,10149,2019-10-01,55.99
3,10149,2019-11-01,44.99
3,10149,2019-12-01,49.99
4,10149,2019-07-01,58.99
4,10149,2019-08-01,47.99
4,10149,2019-09-01,58.99
4,10149,2019-10-01,49.99
4,10149,2019-11-01,48.99
4,10149,2019-12-01,48.99
5,10149,2019-07-01,48.99
5,10149,2019-08-01,57.99
5,10149,2019-09-01,48.99
5,10149,2019-10-01,48.99
5,10149,2019-11-01,48.99
5,10149,2019-12-01,56.99
6,10149,2019-07-01,51.99
6,10149,2019-08-01,40.99
6,10149,2019-09-01,53.99
6,10149,2019-10-01,58.99
6,10149,2019-11-01,46.99
6,10149,2019-12-01,47.99
7,10149,2019-07-01,40.99
7,10149,2019-08-01,50.99
7,10149,2019-09-01,46.99
7,10149,2019-10-01,52.99
7,10149,2019-11-01,50.99
7,10149,2019-12-01,44.99
1,10150,2019-07-01,51.99
1,10150,2019-08-01,60.99
1,10150,2019-09-01,47.99
1,10150,2019-10-01,62.99
1,10150,2019-11-01,58.99
1,10150,2019-12-01,45.99
2,10150,2019-07-01,49.99
2,10150,2019-08-01,57.99
2,10150,2019-09-01,57.99
2,10150,2019-10-01,63.99
2,10150,2019-11-01,52.99
2,10150,2019-12-01,46.99
3,10150,2019-07-01,61.99
3,10150,2019-08-01,60.99
3,10150,2019-09-01,52.99
3,10150,2019-10-01,46.99
3,10150,2019-11-01,52.99
3,10150,2019-12-01,62.99
4,10150,2019-07-01,46.99
4,10150,2019-08-01,57.99
4,10150,2019-09-01,56.99
4,10150,2019-10-01,54.99
4,10150,2019-11-01,61.99
4,10150,2019-12-01,56.99
5,10150,2019-07-01,56.99
5,10150,2019-08-01,45.99
5,10150,2019-09-01,0.0
5,10150,2019-10-01,47.99
5,10150,2019-11-01,52.99
5,10150,2019-12-01,57.99
6,10150,2019-07-01,0.0
6,10150,2019-08-01,57.99
6,10150,2019-09-01,55.99
6,10150,2019-10-01,60.99
6,10150,2019-11-01,52.99
6,10150,2019-12-01,48.99
7,10150,2019-07-01,48.99
7,10150,2019-08-01,46.99
7,10150,2019-09-01,49.99
7,10150,2019-10-01,49.99
7,10150,2019-11-01,45.99
7,10150,2019-12-01,45.99
1,10151,2019-07-01,219.99
1,10151,2019-08-01,279.99
1,10151,2019-09-01,284.99
1,10151,2019-10-01,292.99
1,10151,2019-11-01,237.99
1,10151,2019-12-01,257.99
2,10151,2019-07-01,277.99
2,10151,2019-08-01,277.99
2,10151,2019-09-01,214.99
2,10151,2019-10-01,209.99
2,10151,2019-11-01,287.99
2,10151,2019-12-01,222.99
3,10151,2019-07-01,287.99
3,10151,2019-08-01,242.99
3,10151,2019-09-01,202.99
3,10151,2019-10-01,237.99
3,10151,2019-11-01,257.99
3,10151,2019-12-01,229.99
4,10151,2019-07-01,232.99
4,10151,2019-08-01,209.99
4,10151,2019-09-01,229.99
4,10151,2019-10-01,209.99
4,10151,2019-11-01,274.99
4,10151,2019-12-01,244.99
5,10151,2019-07-01,284.99
5,10151,2019-08-01,212.99
5,10151,2019-09-01,287.99
5,10151,2019-10-01,259.99
5,10151,2019-11-01,207.99
5,10151,2019-12-01,212.99
6,10151,2019-07-01,0.0
6,10151,2019-08-01,267.99
6,10151,2019-09-01,212.99
6,10151,2019-10-01,204.99
6,10151,2019-11-01,0.0
6,10151,2019-12-01,202.99
7,10151,2019-07-01,249.99
7,10151,2019-08-01,204.99
7,10151,2019-09-01,239.99
7,10151,2019-10-01,0.0
7,10151,2019-11-01,289.99
7,10151,2019-12-01,234.99
1,10152,2019-07-01,0.0
1,10152,2019-08-01,16.99
1,10152,2019-09-01,15.99
1,10152,2019-10-01,16.99
1,10152,2019-11-01,17.99
1,10152,2019-12-01,0.0
2,10152,2019-07-01,12.99
2,10152,2019-08-01,14.99
2,10152,2019-09-01,14.99
2,10152,2019-10-01,17.99
2,10152,2019-11-01,15.99
2,10152,2019-12-01,12.99
3,10152,2019-07-01,0.0
3,10152,2019-08-01,13.99
3,10152,2019-09-01,15.99
3,10152,2019-10-01,16.99
3,10152,2019-11-01,14.99
3,10152,2019-12-01,14.99
4,10152,2019-07-01,15.99
4,10152,2019-08-01,16.99
4,10152,2019-09-01,13.99
4,10152,2019-10-01,12.99
4,10152,2019-11-01,16.99
4,10152,2019-12-01,15.99
5,10152,2019-07-01,16.99
5,10152,2019-08-01,11.99
5,10152,2019-09-01,12.99
5,10152,2019-10-01,0.0
5,10152,2019-11-01,0.0
5,10152,2019-12-01,14.99
6,10152,2019-07-01,17.99
6,10152,2019-08-01,16.99
6,10152,2019-09-01,14.99
6,10152,2019-10-01,16.99
6,10152,2019-11-01,13.99
6,10152,2019-12-01,16.99
7,10152,2019-07-01,14.99
7,10152,2019-08-01,16.99
7,10152,2019-09-01,15.99
7,10152,2019-10-01,15.99
7,10152,2019-11-01,0.0
7,10152,2019-12-01,0.0
1,10153,2019-07-01,267.99
1,10153,2019-08-01,222.99
1,10153,2019-09-01,0.0
1,10153,2019-10-01,0.0
1,10153,2019-11-01,244.99
1,10153,2019-12-01,212.99
2,10153,2019-07-01,229.99
2,10153,2019-08-01,202.99
2,10153,2019-09-01,227.99
2,10153,2019-10-01,0.0
2,10153,2019-11-01,199.99
2,10153,2019-12-01,217.99
3,10153,2019-07-01,0.0
3,10153,2019-08-01,299.99
3,10153,2019-09-01,219.99
3,10153,2019-10-01,254.99
3,10153,2019-11-01,219.99
3,10153,2019-12-01,289.99
4,10153,2019-07-01,239.99
4,10153,2019-08-01,207.99
4,10153,2019-09-01,244.99
4,10153,2019-10-01,267.99
4,10153,2019-11-01,0.0
4,10153,2019-12-01,254.99
5,10153,2019-07-01,212.99
5,10153,2019-08-01,224.99
5,10153,2019-09-01,242.99
5,10153,2019-10-01,237.99
5,10153,2019-11-01,212.99
5,10153,2019-12-01,204.99
6,10153,2019-07-01,227.99
6,10153,2019-08-01,0.0
6,10153,2019-09-01,297.99
6,10153,2019-10-01,219.99
6,10153,2019-11-01,294.99
6,10153,2019-12-01,264.99
7,10153,2019-07-01,0.0
7,10153,2019-08-01,292.99
7,10153,2019-09-01,219.99
7,10153,2019-10-01,224.99
7,10153,2019-11-01,0.0
7,10153,2019-12-01,232.99
1,10154,2019-07-01,40.99
1,10154,2019-08-01,47.99
1,10154,2019-09-01,0.0
1,10154,2019-10-01,51.99
1,10154,2019-11-01,47.99
1,10154,2019-12-01,57.99
2,10154,2019-07-01,54.99
2,10154,2019-08-01,0.0
2,10154,2019-09-01,51.99
2,10154,2019-10-01,47.99
2,10154,2019-11-01,49.99
2,10154,2019-12-01,49.99
3,10154,2019-07-01,46.99
3,10154,2019-08-01,43.99
3,10154,2019-09-01,48.99
3,10154,2019-10-01,55.99
3,10154,2019-11-01,55.99
3,10154,2019-12-01,0.0
4,10154,2019-07-01,48.99
4,10154,2019-08-01,0.0
4,10154,2019-09-01,50.99
4,10154,2019-10-01,0.0
4,10154,2019-11-01,47.99
4,10154,2019-12-01,39.99
5,10154,2019-07-01,48.99
5,10154,2019-08-01,0.0
5,10154,2019-09-01,54.99
5,10154,2019-10-01,44.99
5,10154,2019-11-01,46.99
5,10154,2019-12-01,55.99
6,10154,2019-07-01,39.99
6,10154,2019-08-01,49.99
6,10154,2019-09-01,55.99
6,10154,2019-10-01,54.99
6,10154,2019-11-01,45.99
6,10154,2019-12-01,51.99
7,10154,2019-07-01,38.99
7,10154,2019-08-01,56.99
7,10154,2019-09-01,38.99
7,10154,2019-10-01,51.99
7,10154,2019-11-01,44.99
7,10154,2019-12-01,56.99
1,10155,2019-07-01,55.99
1,10155,2019-08-01,58.99
1,10155,2019-09-01,58.99
1,10155,2019-10-01,58.99
1,10155,2019-11-01,72.99
1,10155,2019-12-01,80.99
2,10155,2019-07-01,68.99
2,10155,2019-08-01,72.99
2,10155,2019-09-01,65.99
2,10155,2019-10-01,62.99
2,10155,2019-11-01,64.99
2,10155,2019-12-01,72.99
3,10155,2019-07-01,59.99
3,10155,2019-08-01,61.99
3,10155,2019-09-01,81.99
3,10155,2019-10-01,0.0
3,10155,2019-11-01,69.99
3,10155,2019-12-01,67.99
4,10155,2019-07-01,82.99
4,10155,2019-08-01,81.99
4,10155,2019-09-01,0.0
4,10155,2019-10-01,61.99
4,10155,2019-11-01,82.99
4,10155,2019-12-01,74.99
5,10155,2019-07-01,62.99
5,10155,2019-08-01,62.99
5,10155,2019-09-01,59.99
5,10155,2019-10-01,76.99
5,10155,2019-11-01,76.99
5,10155,2019-12-01,59.99
6,10155,2019-07-01,63.99
6,10155,2019-08-01,0.0
6,10155,2019-09-01,71.99
6,10155,2019-10-01,69.99
6,10155,2019-11-01,82.99
6,10155,2019-12-01,55.99
7,10155,2019-07-01,81.99
7,10155,2019-08-01,58.99
7,10155,2019-09-01,81.99
7,10155,2019-10-01,67.99
7,10155,2019-11-01,61.99
7,10155,2019-12-01,81.99
1,10156,2019-07-01,187.99
1,10156,2019-08-01,139.99
1,10156,2019-09-01,170.99
1,10156,2019-10-01,144.99
1,10156,2019-11-01,176.99
1,10156,2019-12-01,155.99
2,10156,2019-07-01,160.99
2,10156,2019-08-01,168.99
2,10156,2019-09-01,174.99
2,10156,2019-10-01,127.99
2,10156,2019-11-01,154.99
2,10156,2019-12-01,174.99
3,10156,2019-07-01,160.99
3,10156,2019-08-01,178.99
3,10156,2019-09-01,170.99
3,10156,2019-10-01,133.99
3,10156,2019-11-01,171.99
3,10156,2019-12-01,155.99
4,10156,2019-07-01,133.99
4,10156,2019-08-01,0.0
4,10156,2019-09-01,176.99
4,10156,2019-10-01,152.99
4,10156,2019-11-01,185.99
4,10156,2019-12-01,166.99
5,10156,2019-07-01,187.99
5,10156,2019-08-01,0.0
5,10156,2019-09-01,147.99
5,10156,2019-10-01,166.99
5,10156,2019-11-01,160.99
5,10156,2019-12-01,170.99
6,10156,2019-07-01,151.99
6,10156,2019-08-01,184.99
6,10156,2019-09-01,187.99
6,10156,2019-10-01,133.99
6,10156,2019-11-01,128.99
6,10156,2019-12-01,141.99
7,10156,2019-07-01,131.99
7,10156,2019-08-01,165.99
7,10156,2019-09-01,160.99
7,10156,2019-10-01,185.99
7,10156,2019-11-01,151.99
7,10156,2019-12-01,158.99
1,10157,2019-07-01,69.99
1,10157,2019-08-01,55.99
1,10157,2019-09-01,60.99
1,10157,2019-10-01,58.99
1,10157,2019-11-01,56.99
1,10157,2019-12-01,65.99
2,10157,2019-07-01,76.99
2,10157,2019-08-01,69.99
2,10157,2019-09-01,0.0
2,10157,2019-10-01,79.99
2,10157,2019-11-01,54.99
2,10157,2019-12-01,0.0
3,10157,2019-07-01,71.99
3,10157,2019-08-01,73.99
3,10157,2019-09-01,58.99
3,10157,2019-10-01,73.99
3,10157,2019-11-01,74.99
3,10157,2019-12-01,73.99
4,10157,2019-07-01,0.0
4,10157,2019-08-01,66.99
4,10157,2019-09-01,72.99
4,10157,2019-10-01,75.99
4,10157,2019-11-01,64.99
4,10157,2019-12-01,70.99
5,10157,2019-07-01,0.0
5,10157,2019-08-01,59.99
5,10157,2019-09-01,54.99
5,10157,2019-10-01,72.99
5,10157,2019-11-01,64.99
5,10157,2019-12-01,0.0
6,10157,2019-07-01,66.99
6,10157,2019-08-01,74.99
6,10157,2019-09-01,67.99
6,10157,2019-10-01,75.99
6,10157,2019-11-01,63.99
6,10157,2019-12-01,55.99
7,10157,2019-07-01,53.99
7,10157,2019-08-01,65.99
7,10157,2019-09-01,69.99
7,10157,2019-10-01,73.99
7,10157,2019-11-01,67.99
7,10157,2019-12-01,64.99
1,10158,2019-07-01,143.99
1,10158,2019-08-01,109.99
1,10158,2019-09-01,134.99
1,10158,2019-10-01,142.99
1,10158,2019-11-01,0.0
1,10158,2019-12-01,142.99
2,10158,2019-07-01,142.99
2,10158,2019-08-01,134.99
2,10158,2019-09-01,130.99
2,10158,2019-10-01,105.99
2,10158,2019-11-01,95.99
2,10158,2019-12-01,125.99
3,10158,2019-07-01,109.99
3,10158,2019-08-01,116.99
3,10158,2019-09-01,115.99
3,10158,2019-10-01,121.99
3,10158,2019-11-01,0.0
3,10158,2019-12-01,141.99
4,10158,2019-07-01,113.99
4,10158,2019-08-01,142.99
4,10158,2019-09-01,103.99
4,10158,2019-10-01,128.99
4,10158,2019-11-01,139.99
4,10158,2019-12-01,125.99
5,10158,2019-07-01,131.99
5,10158,2019-08-01,101.99
5,10158,2019-09-01,97.99
5,10158,2019-10-01,113.99
5,10158,2019-11-01,110.99
5,10158,2019-12-01,135.99
6,10158,2019-07-01,121.99
6,10158,2019-08-01,131.99
6,10158,2019-09-01,101.99
6,10158,2019-10-01,131.99
6,10158,2019-11-01,119.99
6,10158,2019-12-01,125.99
7,10158,2019-07-01,99.99
7,10158,2019-08-01,109.99
7,10158,2019-09-01,101.99
7,10158,2019-10-01,111.99
7,10158,2019-11-01,0.0
7,10158,2019-12-01,118.99
1,10159,2019-07-01,223.99
1,10159,2019-08-01,177.99
1,10159,2019-09-01,179.99
1,10159,2019-10-01,251.99
1,10159,2019-11-01,0.0
1,10159,2019-12-01,0.0
2,10159,2019-07-01,192.99
2,10159,2019-08-01,188.99
2,10159,2019-09-01,249.99
2,10159,2019-10-01,186.99
2,10159,2019-11-01,212.99
2,10159,2019-12-01,223.99
3,10159,2019-07-01,194.99
3,10159,2019-08-01,256.99
3,10159,2019-09-01,181.99
3,10159,2019-10-01,249.99
3,10159,2019-11-01,223.99
3,10159,2019-12-01,201.99
4,10159,2019-07-01,199.99
4,10159,2019-08-01,234.99
4,10159,2019-09-01,249.99
